,week_56,week_57,week_58,week_59,week_60,week_61,week_62,week_63,week_64,week_65,week_66,week_67,week_68,week_69,week_70,week_71,week_72,week_73,week_74,week_75,week_76,week_77,week_78,week_79,week_80,week_81,week_82,week_83,week_84,week_85,week_86,week_87,week_88,week_89,week_90,week_91,week_92,week_93,week_94,week_95
"(1, 1)",331.0,416.0,332.0,350.0,356.0,382.0,438.0,454.0,410.0,206.0,93.0,90.0,103.0,74.0,52.0,113.0,119.0,97.0,128.0,154.0,168.0,122.0,127.0,106.0,165.0,139.0,136.0,243.0,290.0,221.0,143.0,153.0,144.0,164.0,154.0,136.0,145.0,173.0,169.0,187.0
"(1, 2)",142.0,131.0,166.0,129.0,164.0,165.0,159.0,135.0,133.0,70.0,28.0,33.0,21.0,28.0,26.0,39.0,35.0,39.0,39.0,36.0,43.0,46.0,44.0,36.0,47.0,47.0,44.0,49.0,45.0,51.0,36.0,57.0,39.0,34.0,62.0,66.0,51.0,62.0,48.0,60.0
"(1, 3)",75.0,95.0,83.0,89.0,78.0,85.0,94.0,90.0,79.0,36.0,16.0,8.0,12.0,12.0,16.0,19.0,14.0,20.0,15.0,29.0,37.0,14.0,15.0,21.0,25.0,29.0,22.0,22.0,20.0,19.0,28.0,22.0,34.0,23.0,21.0,35.0,39.0,29.0,28.0,38.0
"(1, 4)",28.0,33.0,32.0,38.0,27.0,36.0,27.0,33.0,31.0,15.0,5.0,3.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,2.0,8.0,8.0,8.0,8.0,4.0,10.0,6.0,5.0,18.0,8.0,14.0,3.0,6.0,6.0,8.0,18.0,21.0,13.0,14.0,13.0
"(1, 6)",39.0,41.0,58.0,50.0,52.0,61.0,50.0,45.0,46.0,12.0,7.0,11.0,10.0,7.0,14.0,14.0,14.0,12.0,5.0,12.0,20.0,18.0,17.0,20.0,20.0,20.0,19.0,14.0,23.0,24.0,25.0,20.0,31.0,30.0,23.0,20.0,23.0,28.0,21.0,29.0
"(1, 8)",60.0,56.0,56.0,44.0,51.0,71.0,60.0,51.0,53.0,15.0,5.0,8.0,7.0,6.0,9.0,6.0,5.0,6.0,17.0,12.0,17.0,15.0,20.0,18.0,18.0,21.0,15.0,27.0,21.0,23.0,21.0,22.0,21.0,29.0,31.0,22.0,33.0,39.0,40.0,38.0
"(1, 32)",21.0,25.0,26.0,28.0,24.0,29.0,29.0,36.0,27.0,10.0,4.0,8.0,5.0,8.0,3.0,5.0,5.0,9.0,6.0,7.0,8.0,10.0,8.0,6.0,4.0,4.0,12.0,6.0,8.0,13.0,6.0,10.0,12.0,6.0,15.0,8.0,17.0,15.0,18.0,12.0
"(1, 77)",144.0,143.0,146.0,169.0,145.0,148.0,184.0,146.0,155.0,75.0,42.0,27.0,19.0,16.0,20.0,28.0,26.0,25.0,28.0,33.0,47.0,37.0,35.0,30.0,37.0,46.0,37.0,31.0,45.0,26.0,41.0,29.0,41.0,50.0,44.0,54.0,48.0,59.0,57.0,38.0
"(2, 1)",84.0,76.0,80.0,98.0,98.0,117.0,93.0,97.0,82.0,49.0,23.0,28.0,28.0,27.0,22.0,32.0,40.0,28.0,34.0,37.0,35.0,35.0,37.0,47.0,40.0,46.0,43.0,40.0,39.0,34.0,31.0,33.0,41.0,55.0,48.0,45.0,36.0,59.0,42.0,49.0
"(2, 2)",515.0,512.0,485.0,501.0,511.0,509.0,488.0,535.0,446.0,218.0,113.0,113.0,94.0,111.0,93.0,126.0,105.0,116.0,111.0,102.0,124.0,163.0,130.0,137.0,158.0,129.0,140.0,134.0,130.0,128.0,164.0,142.0,160.0,150.0,178.0,189.0,243.0,222.0,165.0,158.0
"(2, 3)",41.0,43.0,45.0,37.0,40.0,49.0,44.0,37.0,37.0,23.0,18.0,14.0,12.0,6.0,6.0,8.0,10.0,14.0,6.0,9.0,12.0,21.0,13.0,13.0,17.0,14.0,14.0,13.0,9.0,13.0,19.0,15.0,22.0,19.0,17.0,25.0,22.0,27.0,26.0,25.0
"(2, 4)",62.0,59.0,64.0,56.0,43.0,50.0,56.0,53.0,69.0,18.0,12.0,12.0,9.0,18.0,9.0,13.0,10.0,14.0,9.0,18.0,13.0,15.0,15.0,18.0,20.0,22.0,31.0,14.0,18.0,24.0,27.0,20.0,19.0,22.0,20.0,27.0,27.0,31.0,17.0,28.0
"(2, 6)",26.0,18.0,25.0,31.0,37.0,30.0,32.0,37.0,27.0,12.0,3.0,4.0,4.0,6.0,7.0,7.0,10.0,7.0,6.0,6.0,21.0,11.0,11.0,19.0,24.0,22.0,13.0,18.0,21.0,21.0,21.0,12.0,18.0,16.0,20.0,28.0,32.0,26.0,29.0,34.0
"(2, 8)",46.0,45.0,35.0,34.0,38.0,38.0,43.0,46.0,30.0,21.0,11.0,10.0,17.0,9.0,7.0,10.0,12.0,17.0,8.0,8.0,8.0,20.0,10.0,24.0,22.0,27.0,18.0,32.0,19.0,26.0,40.0,27.0,32.0,27.0,27.0,33.0,28.0,22.0,31.0,33.0
"(2, 13)",40.0,37.0,29.0,42.0,32.0,24.0,28.0,21.0,26.0,19.0,7.0,9.0,5.0,13.0,9.0,14.0,8.0,8.0,10.0,13.0,8.0,17.0,6.0,16.0,13.0,18.0,13.0,19.0,12.0,18.0,14.0,21.0,20.0,18.0,18.0,15.0,23.0,19.0,17.0,28.0
"(2, 14)",14.0,20.0,27.0,27.0,28.0,28.0,25.0,25.0,30.0,19.0,9.0,9.0,5.0,4.0,8.0,6.0,7.0,7.0,7.0,9.0,6.0,8.0,9.0,6.0,13.0,13.0,5.0,17.0,9.0,8.0,8.0,9.0,10.0,9.0,8.0,10.0,6.0,11.0,18.0,12.0
"(2, 76)",44.0,44.0,32.0,33.0,33.0,32.0,45.0,29.0,18.0,8.0,1.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,3.0,8.0,8.0,9.0,6.0,8.0,4.0,5.0,13.0,7.0,10.0,13.0,11.0,7.0,11.0,10.0,7.0,18.0,8.0,9.0,14.0,11.0
"(2, 77)",77.0,91.0,95.0,108.0,110.0,68.0,92.0,84.0,96.0,57.0,32.0,32.0,25.0,19.0,17.0,18.0,24.0,36.0,26.0,22.0,38.0,51.0,41.0,38.0,48.0,28.0,37.0,35.0,37.0,33.0,42.0,46.0,36.0,48.0,34.0,43.0,26.0,42.0,36.0,50.0
"(3, 1)",71.0,71.0,90.0,91.0,84.0,67.0,86.0,89.0,78.0,45.0,31.0,14.0,15.0,17.0,23.0,22.0,28.0,27.0,27.0,33.0,51.0,25.0,30.0,36.0,29.0,39.0,44.0,29.0,28.0,39.0,39.0,32.0,42.0,43.0,37.0,51.0,32.0,46.0,36.0,50.0
"(3, 2)",51.0,67.0,69.0,55.0,45.0,51.0,57.0,49.0,59.0,37.0,22.0,16.0,19.0,11.0,13.0,21.0,19.0,20.0,15.0,16.0,26.0,26.0,21.0,20.0,28.0,23.0,31.0,32.0,20.0,23.0,21.0,24.0,25.0,22.0,15.0,24.0,22.0,28.0,26.0,15.0
"(3, 3)",935.0,852.0,834.0,849.0,1001.0,860.0,977.0,927.0,821.0,383.0,208.0,225.0,180.0,190.0,186.0,285.0,240.0,286.0,246.0,258.0,383.0,301.0,288.0,324.0,321.0,330.0,304.0,279.0,265.0,319.0,349.0,342.0,345.0,353.0,335.0,309.0,327.0,413.0,322.0,347.0
"(3, 4)",83.0,94.0,95.0,100.0,92.0,110.0,100.0,131.0,86.0,44.0,26.0,15.0,13.0,12.0,16.0,19.0,12.0,19.0,20.0,29.0,22.0,28.0,28.0,30.0,26.0,25.0,36.0,29.0,27.0,26.0,27.0,22.0,25.0,28.0,23.0,33.0,30.0,30.0,34.0,33.0
"(3, 5)",38.0,35.0,26.0,40.0,34.0,42.0,32.0,41.0,29.0,11.0,2.0,2.0,7.0,6.0,5.0,11.0,6.0,4.0,5.0,4.0,6.0,10.0,7.0,10.0,6.0,7.0,10.0,8.0,17.0,7.0,9.0,13.0,9.0,4.0,16.0,13.0,9.0,12.0,14.0,7.0
"(3, 6)",305.0,311.0,329.0,316.0,340.0,333.0,352.0,362.0,318.0,153.0,85.0,71.0,84.0,54.0,61.0,69.0,81.0,85.0,74.0,75.0,124.0,116.0,95.0,85.0,100.0,115.0,115.0,113.0,101.0,110.0,107.0,104.0,117.0,122.0,119.0,115.0,112.0,146.0,140.0,131.0
"(3, 7)",73.0,68.0,79.0,74.0,93.0,69.0,81.0,108.0,61.0,12.0,8.0,7.0,7.0,9.0,5.0,10.0,14.0,8.0,11.0,17.0,29.0,25.0,24.0,21.0,22.0,16.0,17.0,17.0,19.0,27.0,20.0,16.0,21.0,22.0,18.0,20.0,19.0,22.0,30.0,23.0
"(3, 8)",247.0,275.0,261.0,250.0,240.0,245.0,294.0,287.0,223.0,51.0,17.0,29.0,21.0,25.0,26.0,19.0,33.0,33.0,39.0,44.0,72.0,57.0,58.0,62.0,58.0,53.0,65.0,59.0,58.0,54.0,72.0,69.0,57.0,81.0,78.0,91.0,105.0,71.0,78.0,79.0
"(3, 14)",33.0,24.0,34.0,37.0,37.0,38.0,31.0,31.0,41.0,10.0,6.0,6.0,6.0,8.0,0.0,5.0,4.0,4.0,6.0,5.0,10.0,9.0,11.0,7.0,16.0,11.0,12.0,8.0,14.0,10.0,17.0,16.0,17.0,27.0,14.0,12.0,11.0,10.0,6.0,17.0
"(3, 24)",32.0,27.0,24.0,24.0,35.0,33.0,28.0,45.0,25.0,9.0,3.0,4.0,2.0,4.0,3.0,1.0,6.0,5.0,3.0,6.0,8.0,6.0,9.0,4.0,9.0,14.0,10.0,12.0,8.0,15.0,20.0,16.0,10.0,11.0,8.0,13.0,11.0,17.0,16.0,7.0
"(3, 28)",55.0,62.0,48.0,60.0,75.0,62.0,78.0,80.0,50.0,17.0,8.0,7.0,8.0,9.0,6.0,7.0,4.0,5.0,2.0,8.0,17.0,8.0,9.0,18.0,20.0,18.0,12.0,16.0,15.0,16.0,25.0,29.0,18.0,20.0,26.0,27.0,24.0,17.0,27.0,31.0
"(3, 32)",206.0,181.0,155.0,186.0,182.0,155.0,206.0,167.0,155.0,44.0,19.0,15.0,14.0,11.0,9.0,14.0,18.0,15.0,11.0,17.0,22.0,20.0,19.0,26.0,22.0,28.0,25.0,30.0,24.0,36.0,33.0,29.0,21.0,21.0,24.0,27.0,30.0,38.0,40.0,40.0
"(3, 76)",67.0,56.0,59.0,62.0,60.0,65.0,68.0,63.0,22.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,7.0,10.0,4.0,8.0,8.0,6.0,5.0,6.0,8.0,2.0,8.0,8.0,12.0,4.0,14.0,9.0
"(3, 77)",240.0,229.0,220.0,277.0,213.0,222.0,271.0,245.0,256.0,119.0,62.0,63.0,78.0,57.0,54.0,95.0,93.0,91.0,92.0,92.0,153.0,96.0,95.0,89.0,121.0,110.0,92.0,102.0,103.0,113.0,99.0,120.0,103.0,126.0,123.0,104.0,122.0,142.0,109.0,102.0
"(4, 1)",28.0,36.0,37.0,36.0,25.0,27.0,27.0,22.0,35.0,14.0,3.0,7.0,3.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,10.0,11.0,8.0,10.0,11.0,9.0,7.0,7.0,16.0,12.0,10.0,13.0,10.0,11.0,10.0,19.0,14.0,11.0,13.0,12.0
"(4, 2)",82.0,69.0,82.0,79.0,78.0,74.0,67.0,49.0,75.0,25.0,16.0,20.0,18.0,13.0,13.0,19.0,19.0,16.0,13.0,25.0,19.0,12.0,12.0,22.0,24.0,18.0,31.0,18.0,24.0,32.0,31.0,35.0,28.0,28.0,23.0,26.0,30.0,49.0,36.0,35.0
"(4, 3)",63.0,61.0,76.0,77.0,75.0,72.0,75.0,100.0,84.0,29.0,13.0,26.0,21.0,14.0,17.0,19.0,15.0,29.0,14.0,20.0,28.0,17.0,30.0,32.0,31.0,28.0,37.0,29.0,23.0,20.0,37.0,25.0,13.0,30.0,28.0,23.0,24.0,30.0,29.0,27.0
"(4, 4)",236.0,251.0,248.0,260.0,275.0,228.0,244.0,207.0,205.0,81.0,50.0,75.0,61.0,72.0,44.0,62.0,68.0,63.0,54.0,65.0,86.0,83.0,74.0,80.0,111.0,89.0,90.0,94.0,98.0,105.0,99.0,106.0,98.0,107.0,90.0,84.0,101.0,87.0,105.0,92.0
"(4, 5)",37.0,37.0,42.0,33.0,37.0,34.0,40.0,52.0,45.0,26.0,14.0,12.0,11.0,13.0,12.0,16.0,17.0,15.0,12.0,12.0,15.0,24.0,15.0,13.0,16.0,13.0,21.0,19.0,24.0,16.0,16.0,9.0,8.0,21.0,11.0,15.0,15.0,8.0,12.0,11.0
"(4, 6)",43.0,42.0,47.0,33.0,44.0,48.0,37.0,30.0,29.0,12.0,4.0,5.0,6.0,5.0,9.0,10.0,10.0,7.0,8.0,7.0,9.0,14.0,10.0,12.0,10.0,21.0,18.0,17.0,23.0,7.0,26.0,21.0,9.0,16.0,16.0,18.0,26.0,25.0,24.0,19.0
"(4, 8)",28.0,29.0,39.0,38.0,32.0,33.0,36.0,31.0,24.0,19.0,8.0,4.0,4.0,3.0,0.0,3.0,4.0,5.0,3.0,8.0,8.0,7.0,9.0,9.0,6.0,9.0,9.0,7.0,14.0,9.0,9.0,18.0,18.0,14.0,16.0,13.0,8.0,19.0,20.0,12.0
"(4, 14)",34.0,43.0,43.0,62.0,55.0,48.0,45.0,54.0,45.0,30.0,20.0,11.0,13.0,13.0,11.0,7.0,19.0,10.0,12.0,11.0,6.0,18.0,12.0,25.0,22.0,18.0,20.0,12.0,18.0,16.0,22.0,19.0,19.0,25.0,17.0,18.0,25.0,30.0,16.0,18.0
"(4, 16)",31.0,32.0,28.0,26.0,39.0,22.0,33.0,38.0,35.0,16.0,13.0,3.0,7.0,4.0,6.0,11.0,12.0,10.0,13.0,9.0,11.0,15.0,13.0,24.0,16.0,18.0,9.0,11.0,15.0,10.0,22.0,8.0,15.0,18.0,16.0,20.0,21.0,20.0,25.0,21.0
"(4, 77)",64.0,59.0,67.0,71.0,70.0,68.0,81.0,70.0,59.0,23.0,11.0,8.0,11.0,10.0,6.0,7.0,14.0,16.0,5.0,19.0,16.0,13.0,20.0,25.0,23.0,32.0,28.0,13.0,24.0,22.0,25.0,30.0,18.0,36.0,35.0,43.0,40.0,32.0,43.0,30.0
"(5, 4)",32.0,35.0,30.0,39.0,38.0,47.0,37.0,39.0,43.0,25.0,15.0,14.0,15.0,12.0,14.0,15.0,11.0,14.0,10.0,13.0,15.0,19.0,11.0,14.0,11.0,16.0,18.0,7.0,20.0,17.0,15.0,15.0,16.0,19.0,15.0,17.0,17.0,14.0,19.0,16.0
"(5, 5)",127.0,92.0,95.0,133.0,112.0,113.0,96.0,91.0,92.0,53.0,22.0,36.0,35.0,26.0,32.0,48.0,33.0,33.0,40.0,41.0,43.0,46.0,40.0,43.0,45.0,37.0,43.0,44.0,45.0,50.0,45.0,39.0,37.0,49.0,35.0,32.0,40.0,62.0,52.0,30.0
"(5, 6)",59.0,48.0,57.0,72.0,59.0,56.0,62.0,52.0,58.0,18.0,19.0,23.0,13.0,18.0,15.0,16.0,22.0,16.0,17.0,21.0,39.0,24.0,27.0,18.0,22.0,34.0,42.0,32.0,28.0,25.0,38.0,30.0,31.0,31.0,24.0,26.0,23.0,34.0,35.0,33.0
"(5, 7)",30.0,23.0,30.0,25.0,26.0,29.0,30.0,30.0,31.0,21.0,13.0,9.0,10.0,6.0,5.0,6.0,8.0,8.0,11.0,6.0,6.0,9.0,9.0,8.0,12.0,9.0,9.0,7.0,9.0,9.0,8.0,13.0,7.0,10.0,7.0,3.0,6.0,5.0,8.0,8.0
"(5, 8)",43.0,44.0,52.0,45.0,50.0,37.0,43.0,47.0,45.0,9.0,0.0,3.0,2.0,4.0,0.0,3.0,2.0,5.0,10.0,5.0,11.0,13.0,10.0,7.0,9.0,4.0,16.0,5.0,15.0,15.0,8.0,17.0,15.0,16.0,18.0,11.0,17.0,11.0,15.0,18.0
"(5, 16)",33.0,41.0,34.0,39.0,46.0,48.0,44.0,40.0,32.0,13.0,7.0,11.0,7.0,6.0,10.0,10.0,9.0,12.0,11.0,14.0,10.0,15.0,9.0,16.0,11.0,13.0,13.0,14.0,17.0,14.0,8.0,23.0,15.0,15.0,15.0,13.0,11.0,12.0,10.0,16.0
"(6, 1)",63.0,53.0,68.0,83.0,67.0,81.0,75.0,79.0,73.0,16.0,10.0,27.0,9.0,13.0,16.0,9.0,15.0,16.0,16.0,15.0,44.0,15.0,19.0,13.0,32.0,23.0,25.0,27.0,31.0,30.0,41.0,32.0,31.0,33.0,30.0,31.0,41.0,26.0,36.0,45.0
"(6, 2)",46.0,40.0,50.0,53.0,56.0,47.0,56.0,51.0,45.0,19.0,10.0,10.0,9.0,10.0,14.0,14.0,10.0,19.0,10.0,15.0,22.0,21.0,14.0,22.0,22.0,21.0,21.0,16.0,29.0,18.0,22.0,15.0,26.0,24.0,19.0,27.0,29.0,24.0,21.0,27.0
"(6, 3)",471.0,451.0,533.0,467.0,514.0,556.0,553.0,545.0,497.0,167.0,102.0,80.0,86.0,62.0,65.0,83.0,98.0,87.0,100.0,91.0,153.0,123.0,106.0,97.0,125.0,117.0,134.0,126.0,128.0,125.0,143.0,135.0,120.0,142.0,138.0,132.0,121.0,151.0,165.0,135.0
"(6, 4)",77.0,71.0,81.0,73.0,93.0,95.0,70.0,72.0,85.0,17.0,5.0,14.0,6.0,8.0,2.0,10.0,12.0,13.0,6.0,9.0,12.0,20.0,19.0,23.0,18.0,21.0,19.0,21.0,20.0,26.0,27.0,26.0,20.0,26.0,16.0,16.0,28.0,23.0,31.0,24.0
"(6, 5)",98.0,105.0,112.0,122.0,145.0,126.0,134.0,118.0,116.0,28.0,15.0,18.0,9.0,15.0,19.0,17.0,16.0,19.0,25.0,20.0,33.0,31.0,32.0,22.0,34.0,42.0,40.0,43.0,37.0,41.0,45.0,33.0,31.0,36.0,40.0,42.0,40.0,41.0,41.0,40.0
"(6, 6)",2248.0,2119.0,2241.0,2223.0,2297.0,2286.0,2344.0,2335.0,2386.0,692.0,322.0,309.0,243.0,275.0,216.0,291.0,307.0,288.0,320.0,319.0,503.0,436.0,449.0,478.0,459.0,499.0,459.0,434.0,481.0,475.0,481.0,515.0,513.0,566.0,515.0,528.0,541.0,489.0,571.0,558.0
"(6, 7)",499.0,489.0,543.0,547.0,563.0,565.0,570.0,596.0,654.0,170.0,70.0,82.0,63.0,52.0,61.0,64.0,80.0,78.0,90.0,88.0,135.0,118.0,120.0,98.0,106.0,127.0,103.0,100.0,111.0,112.0,135.0,141.0,147.0,146.0,139.0,143.0,139.0,143.0,141.0,146.0
"(6, 8)",1120.0,996.0,1115.0,1076.0,1130.0,1137.0,1129.0,1207.0,1175.0,219.0,90.0,72.0,59.0,59.0,67.0,62.0,65.0,54.0,68.0,97.0,197.0,141.0,144.0,190.0,160.0,169.0,198.0,197.0,205.0,190.0,223.0,228.0,210.0,219.0,206.0,248.0,251.0,221.0,230.0,236.0
"(6, 14)",35.0,29.0,27.0,21.0,30.0,24.0,27.0,30.0,29.0,5.0,7.0,7.0,7.0,3.0,1.0,2.0,7.0,3.0,4.0,7.0,11.0,10.0,9.0,12.0,12.0,12.0,12.0,11.0,13.0,10.0,13.0,17.0,17.0,10.0,12.0,21.0,19.0,19.0,22.0,19.0
"(6, 15)",17.0,19.0,29.0,19.0,27.0,32.0,29.0,23.0,23.0,11.0,5.0,7.0,7.0,4.0,5.0,11.0,9.0,10.0,8.0,16.0,14.0,15.0,13.0,13.0,4.0,13.0,11.0,7.0,8.0,20.0,9.0,5.0,9.0,6.0,6.0,12.0,5.0,10.0,8.0,9.0
"(6, 16)",75.0,94.0,62.0,80.0,75.0,83.0,83.0,74.0,67.0,16.0,6.0,9.0,7.0,6.0,10.0,9.0,12.0,6.0,9.0,12.0,20.0,11.0,17.0,22.0,24.0,16.0,22.0,17.0,33.0,20.0,22.0,15.0,19.0,21.0,18.0,31.0,28.0,31.0,30.0,30.0
"(6, 21)",62.0,55.0,56.0,72.0,62.0,65.0,55.0,63.0,65.0,19.0,8.0,5.0,10.0,6.0,2.0,12.0,4.0,8.0,7.0,5.0,22.0,14.0,14.0,21.0,18.0,13.0,8.0,18.0,17.0,16.0,26.0,12.0,13.0,12.0,16.0,13.0,23.0,16.0,21.0,29.0
"(6, 22)",69.0,101.0,80.0,98.0,84.0,83.0,110.0,92.0,102.0,16.0,13.0,24.0,14.0,13.0,9.0,26.0,21.0,23.0,30.0,26.0,34.0,25.0,24.0,29.0,29.0,41.0,23.0,35.0,31.0,35.0,28.0,27.0,34.0,35.0,31.0,38.0,36.0,34.0,30.0,29.0
"(6, 24)",112.0,85.0,104.0,105.0,113.0,102.0,108.0,99.0,142.0,15.0,8.0,11.0,9.0,11.0,8.0,10.0,7.0,10.0,14.0,16.0,24.0,18.0,14.0,23.0,18.0,25.0,19.0,20.0,18.0,22.0,30.0,28.0,15.0,20.0,19.0,25.0,23.0,24.0,20.0,35.0
"(6, 28)",218.0,182.0,204.0,222.0,243.0,226.0,238.0,240.0,204.0,29.0,14.0,12.0,7.0,8.0,9.0,7.0,19.0,14.0,16.0,15.0,39.0,35.0,25.0,25.0,36.0,34.0,28.0,35.0,30.0,34.0,43.0,35.0,34.0,58.0,32.0,45.0,39.0,39.0,32.0,36.0
"(6, 32)",630.0,548.0,624.0,640.0,677.0,664.0,711.0,692.0,664.0,165.0,31.0,20.0,12.0,16.0,12.0,18.0,15.0,16.0,28.0,37.0,59.0,54.0,46.0,62.0,53.0,57.0,67.0,43.0,67.0,42.0,69.0,71.0,57.0,61.0,59.0,82.0,62.0,79.0,81.0,68.0
